command,expected,label,context_has_staged,context_has_unstaged,context_is_init,edit_distance,flag_delta,arg_delta
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
pip install requests,git branch feature,UNKNOWN,0,0,1,16,0,0
$ git init,git init,SYNTAX_ERROR,0,0,0,2,0,1
git status -f,git status,WRONG_FLAG,0,1,1,3,1,0
python script.py,git branch feature,UNKNOWN,0,0,1,15,0,-1
git,git stash,MISSING_ARG,0,1,1,6,0,0
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git move feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git merge feature -f,git merge feature,WRONG_FLAG,0,0,1,3,1,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
git stash extra_file.txt,git stash,EXTRA_ARG,0,1,1,15,0,1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git push origin main,git status,WRONG_ORDER,0,1,1,15,0,2
git commit -m 'message',git switch feature,WRONG_ORDER,0,0,1,14,1,0
git push origin main,git status,WRONG_ORDER,0,1,1,15,0,2
git add hello.txt -v,git add hello.txt,WRONG_FLAG,0,1,1,3,1,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge main,git diff,WRONG_ORDER,0,1,1,10,0,1
git add .txt,git add hello.txt,PARTIALLY_CORRECT,0,1,1,5,0,0
git initialize,git init,WRONG_SUBCOMMAND,0,0,0,6,0,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
pwd,git switch feature,UNKNOWN,0,0,1,17,0,-1
git show-log,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git ldiff,git diff,TYPO,0,1,1,1,0,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git merge feature --verbose,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git merge main,"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,23,-1,-1
git merge -ejature,git merge feature,TYPO,0,0,1,2,1,-1
git init --dry-run,git init,EXTRA_ARG,0,0,0,10,1,0
git push origin main,git branch feature,WRONG_ORDER,0,0,1,16,0,1
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
git merge main,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git new feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
pwd,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,28,-1,-2
cd ..,git add hello.txt,UNKNOWN,0,1,1,14,0,-1
git log --oneline --all,git log --oneline,EXTRA_ARG,0,0,1,6,1,0
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git statu_,git status,TYPO,0,1,1,1,0,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git ilf,git diff,TYPO,0,1,1,2,0,0
pip install requests,git add hello.txt,UNKNOWN,0,1,1,15,0,0
git diff --all,git diff,EXTRA_ARG,0,1,1,6,1,0
git commit -m 'message',git add hello.txt,WRONG_ORDER,0,1,1,18,1,0
git merge featuge,git merge feature,TYPO,0,0,1,1,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git status,git status,CORRECT,0,1,1,0,0,0
mkdir test,git switch feature,UNKNOWN,0,0,1,14,0,-1
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
gitgit switch feature,git switch feature,SYNTAX_ERROR,0,0,1,3,0,0
$ git status,git status,SYNTAX_ERROR,0,1,1,2,0,1
git log --oneline extra_file.txt,git log --oneline,EXTRA_ARG,0,0,1,15,0,1
git status --all,git status,EXTRA_ARG,0,1,1,6,1,0
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git log=--oneline,git log --oneline,SYNTAX_ERROR,0,0,1,1,-1,0
git merge main,git branch feature,WRONG_ORDER,0,0,1,12,0,0
git status,git status,SYNTAX_ERROR,0,1,1,0,0,0
git merge,git merge feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git,git init,MISSING_ARG,0,0,0,5,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
gct abdd hello.txt,git add hello.txt,TYPO,0,1,1,2,0,0
git stash --force,git stash,EXTRA_ARG,0,1,1,8,1,0
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git merge main,git init,WRONG_ORDER,0,0,0,9,0,1
git init --all,git init,EXTRA_ARG,0,0,0,6,1,0
git status,git status,CORRECT,0,1,1,0,0,0
git branch feature --dry-run,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git status,git status,CORRECT,0,1,1,0,0,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git disff,git diff,TYPO,0,1,1,1,0,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
git stawh,git stash,TYPO,0,1,1,1,0,0
git status,git status,CORRECT,0,1,1,0,0,0
gitlstsh,git stash,TYPO,0,1,1,2,0,0
mkdir test,git switch feature,UNKNOWN,0,0,1,14,0,-1
git stash -v,git stash,WRONG_FLAG,0,1,1,3,1,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git init,git init,CORRECT,0,0,0,0,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git merge,git merge feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
"git commit=-m=""Add=hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,-1,-2
cd ..,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,25,-1,-2
giq init,git init,TYPO,0,0,0,1,0,0
githini,git init,TYPO,0,0,0,2,0,0
gitstash,git stash,SYNTAX_ERROR,0,1,1,1,0,0
pip install requests,git status,UNKNOWN,0,1,1,13,0,1
gitmergefeature,git merge feature,SYNTAX_ERROR,0,0,1,2,0,-1
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git log --onelitne,git log --oneline,TYPO,0,0,1,1,0,0
git status,git status,CORRECT,0,1,1,0,0,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git,git init,MISSING_ARG,0,0,0,5,0,0
gitswitchfeature,git switch feature,SYNTAX_ERROR,0,0,1,2,0,-1
git status,git status,SYNTAX_ERROR,0,1,1,0,0,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git,git init,MISSING_ARG,0,0,0,5,0,0
git stage hello.txt,git add hello.txt,WRONG_SUBCOMMAND,0,1,1,4,0,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git commit -m 'message',"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,14,0,-1
git jdifr,git diff,TYPO,0,1,1,2,0,0
git save,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,24,-1,-2
git diff,git diff,CORRECT,0,1,1,0,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git branch feature --force,git branch feature,EXTRA_ARG,0,0,1,8,1,0
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
git stash -f,git stash,WRONG_FLAG,0,1,1,3,1,0
git branch aeature,git branch feature,TYPO,0,0,1,1,0,0
git merge main,git switch feature,WRONG_ORDER,0,0,1,12,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
gitswitchfeature,git switch feature,SYNTAX_ERROR,0,0,1,2,0,-1
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
npm install,git switch feature,UNKNOWN,0,0,1,15,0,-1
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git --branch feature,git branch feature,SYNTAX_ERROR,0,0,1,2,1,0
git commit -m 'message',git merge feature,WRONG_ORDER,0,0,1,15,1,0
git stash --dry-run,git stash,WRONG_FLAG,0,1,1,10,1,0
$ git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,2,0,1
git itir,git init,TYPO,0,0,0,2,0,0
git switchj feavure,git switch feature,TYPO,0,0,1,2,0,0
git --stash,git stash,SYNTAX_ERROR,0,1,1,2,1,0
git commit -m 'message',git switch feature,WRONG_ORDER,0,0,1,14,1,0
git commit,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,19,-1,-2
ls -la,git log --oneline,UNKNOWN,0,0,1,13,0,0
git ntatuc,git status,TYPO,0,1,1,2,0,0
git merge=feature,git merge feature,SYNTAX_ERROR,0,0,1,1,0,-1
"git commit -m ""Add hello.txt"" -v","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,3,1,0
gitgit stash,git stash,SYNTAX_ERROR,0,1,1,3,0,0
pwd,git init,UNKNOWN,0,0,0,8,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
cat hello.txt,git merge feature,UNKNOWN,0,0,1,13,0,-1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git merge main,git add hello.txt,WRONG_ORDER,0,1,1,12,0,0
cat hello.txt,git log --oneline,UNKNOWN,0,0,1,14,-1,0
git log --onueline,git log --oneline,TYPO,0,0,1,1,0,0
npm install,git branch feature,UNKNOWN,0,0,1,15,0,-1
git switch=feature,git switch feature,SYNTAX_ERROR,0,0,1,1,0,-1
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git save-work,git stash,WRONG_SUBCOMMAND,0,1,1,8,0,0
git status --verbose,git status,WRONG_FLAG,0,1,1,10,1,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
pip install requests,git log --oneline,UNKNOWN,0,0,1,17,-1,1
git stash,git stash,CORRECT,0,1,1,0,0,0
python script.py,git merge feature,UNKNOWN,0,0,1,15,0,-1
git commit -m 'message',"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,14,0,-1
cd ..,git branch feature,UNKNOWN,0,0,1,16,0,-1
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
gits mrge feature,git merge feature,TYPO,0,0,1,2,0,0
git log --oneline --verbose,git log --oneline,EXTRA_ARG,0,0,1,10,1,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
git switch feature,git log --oneline,WRONG_ORDER,0,0,1,12,-1,1
git add hello.txt --force,git add hello.txt,EXTRA_ARG,0,1,1,8,1,0
git diff --dry-run,git diff,EXTRA_ARG,0,1,1,10,1,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
$ git status,git status,SYNTAX_ERROR,0,1,1,2,0,1
git switch=feature,git switch feature,SYNTAX_ERROR,0,0,1,1,0,-1
git add hello.txt --all,git add hello.txt,EXTRA_ARG,0,1,1,6,1,0
git show-log,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
pip install requests,git init,UNKNOWN,0,0,0,15,0,1
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git init -f,git init,WRONG_FLAG,0,0,0,3,1,0
git,git status,PARTIALLY_CORRECT,0,1,1,7,0,0
gitgit merge feature,git merge feature,SYNTAX_ERROR,0,0,1,3,0,0
git og --oneline,git log --oneline,TYPO,0,0,1,1,0,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
python script.py,git stash,UNKNOWN,0,1,1,12,0,0
git init extra_file.txt,git init,EXTRA_ARG,0,0,0,15,0,1
git branch -m feature,git merge feature,PARTIALLY_CORRECT,0,0,1,9,1,0
git record,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,23,-1,-2
git add hdllzo.txt,git add hello.txt,TYPO,0,1,1,2,0,0
git diff,git diff,CORRECT,0,1,1,0,0,0
git merge,git merge feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git init,git init,SYNTAX_ERROR,0,0,0,0,0,0
git switch feature -f,git switch feature,WRONG_FLAG,0,0,1,3,1,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git add -ell.txt,git add hello.txt,TYPO,0,1,1,2,1,-1
git status,git status,CORRECT,0,1,1,0,0,0
git status --verbose,git status,WRONG_FLAG,0,1,1,10,1,0
git diff,git diff,CORRECT,0,1,1,0,0,0
gi init,git init,TYPO,0,0,0,1,0,0
git branch feature --verbose,git branch feature,WRONG_FLAG,0,0,1,10,1,0
pwd,git merge feature,UNKNOWN,0,0,1,17,0,-1
git show,git status,WRONG_SUBCOMMAND,0,1,1,5,0,0
npm install,git init,UNKNOWN,0,0,0,7,0,0
git branch feaeure,git branch feature,TYPO,0,0,1,1,0,0
git commit -m Add hello.txt,"git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,2,0,0
git branch feature -f,git branch feature,WRONG_FLAG,0,0,1,3,1,0
cat hello.txt,git merge feature,UNKNOWN,0,0,1,13,0,-1
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
grit ijit,git init,TYPO,0,0,0,2,0,0
git init --verbose,git init,WRONG_FLAG,0,0,0,10,1,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git push origin main,git status,WRONG_ORDER,0,1,1,15,0,2
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git switch featue,git switch feature,TYPO,0,0,1,1,0,0
git inrit,git init,TYPO,0,0,0,1,0,0
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
"git commit=-m=""Add=hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,-1,-2
cat hello.txt,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,17,-1,-2
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git merge feature --force,git merge feature,EXTRA_ARG,0,0,1,8,1,0
git branch feature -f,git branch feature,WRONG_FLAG,0,0,1,3,1,0
git commit -m 'message',git add hello.txt,WRONG_ORDER,0,1,1,18,1,0
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
"git commit -m ""Addlhello.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,1,0,-1
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git move feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
gitdiff,git diff,SYNTAX_ERROR,0,1,1,1,0,0
git switch feature,git status,WRONG_ORDER,0,1,1,9,0,1
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git switch feature --dry-run,git switch feature,WRONG_FLAG,0,0,1,10,1,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git branch feature --verbose,git branch feature,EXTRA_ARG,0,0,1,10,1,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
python script.py,git branch feature,UNKNOWN,0,0,1,15,0,-1
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git push origin main,git merge feature,WRONG_ORDER,0,0,1,15,0,1
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git create,git init,WRONG_SUBCOMMAND,0,0,0,5,0,0
git merge feature --force,git merge feature,EXTRA_ARG,0,0,1,8,1,0
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git compare,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git diff,git diff,CORRECT,0,1,1,0,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git changes,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
git commits,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git compare,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
git init -v,git init,EXTRA_ARG,0,0,0,3,1,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git create feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git stash --all,git stash,EXTRA_ARG,0,1,1,6,1,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git add zello.fxt,git add hello.txt,TYPO,0,1,1,2,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
gitgit merge feature,git merge feature,SYNTAX_ERROR,0,0,1,3,0,0
git diff -v,git diff,WRONG_FLAG,0,1,1,3,1,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git create,git init,WRONG_SUBCOMMAND,0,0,0,5,0,0
git merge main,git init,WRONG_ORDER,0,0,0,9,0,1
git create feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git add hello.txt -f,git add hello.txt,WRONG_FLAG,0,1,1,3,1,0
mkdir test,git add hello.txt,UNKNOWN,0,1,1,14,0,-1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git sdtatuv,git status,TYPO,0,1,1,2,0,0
git switch feature,git init,WRONG_ORDER,0,0,0,12,0,1
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git status,git status,CORRECT,0,1,1,0,0,0
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
gitlog--oneline,git log --oneline,SYNTAX_ERROR,0,0,1,2,-1,0
git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,0,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git stash,git stash,CORRECT,0,1,1,0,0,0
git new feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git,git status,PARTIALLY_CORRECT,0,1,1,7,0,0
git,git init,PARTIALLY_CORRECT,0,0,0,5,0,0
git switch feature --dry-run,git switch feature,EXTRA_ARG,0,0,1,10,1,0
git switch feature --dry-run,git switch feature,WRONG_FLAG,0,0,1,10,1,0
"gitecommit m ""Add hello.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,2,-1,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git branch feature extra_file.txt,git branch feature,EXTRA_ARG,0,0,1,15,0,1
git init,git init,CORRECT,0,0,0,0,0,0
git diff,git diff,CORRECT,0,1,1,0,0,0
npm install,git diff,UNKNOWN,0,1,1,10,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
npm install,git branch feature,UNKNOWN,0,0,1,15,0,-1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
"git commit -m ""Add hello.txt"" --force","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,8,1,0
git commit -m 'message',git stash,WRONG_ORDER,0,1,1,17,1,1
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git mefge feathre,git merge feature,TYPO,0,0,1,2,0,0
git branch feature --verbose,git branch feature,EXTRA_ARG,0,0,1,10,1,0
git commits,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
gitstzatus,git status,TYPO,0,1,1,2,0,0
git braych feature,git branch feature,TYPO,0,0,1,1,0,0
"git commit=-m=""Add=hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,-1,-2
git switch,git switch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git log --oneline extra_file.txt,git log --oneline,EXTRA_ARG,0,0,1,15,0,1
python script.py,git add hello.txt,UNKNOWN,0,1,1,15,0,-1
git stash --dry-run,git stash,EXTRA_ARG,0,1,1,10,1,0
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git init,git init,CORRECT,0,0,0,0,0,0
git add hello.txt -v,git add hello.txt,WRONG_FLAG,0,1,1,3,1,0
git,git init,MISSING_ARG,0,0,0,5,0,0
git merge main,git add hello.txt,WRONG_ORDER,0,1,1,12,0,0
git merge feature -v,git merge feature,WRONG_FLAG,0,0,1,3,1,0
git,git status,PARTIALLY_CORRECT,0,1,1,7,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git,git status,PARTIALLY_CORRECT,0,1,1,7,0,0
git track hello.txt,git add hello.txt,WRONG_SUBCOMMAND,0,1,1,4,0,0
gim statbus,git status,TYPO,0,1,1,2,0,0
init,git init,PARTIALLY_CORRECT,0,0,0,4,0,0
git merge feature -f,git merge feature,WRONG_FLAG,0,0,1,3,1,0
git init -v,git init,EXTRA_ARG,0,0,0,3,1,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
$ git stash,git stash,SYNTAX_ERROR,0,1,1,2,0,1
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git state,git status,WRONG_SUBCOMMAND,0,1,1,2,0,0
git init --dry-run,git init,EXTRA_ARG,0,0,0,10,1,0
git push origin main,git switch feature,WRONG_ORDER,0,0,1,15,0,1
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git init -v,git init,WRONG_FLAG,0,0,0,3,1,0
git llv --oneline,git log --oneline,TYPO,0,0,1,2,0,0
git new feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git show-log,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git merge main,git diff,WRONG_ORDER,0,1,1,10,0,1
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git status --verbose,git status,EXTRA_ARG,0,1,1,10,1,0
git diff,git diff,SYNTAX_ERROR,0,1,1,0,0,0
mkdir test,git diff,UNKNOWN,0,1,1,8,0,0
npm install,git status,UNKNOWN,0,1,1,8,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git commit -m 'message',git log --oneline,WRONG_ORDER,0,0,1,14,0,1
cat hello.txt,git diff,UNKNOWN,0,1,1,11,0,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git add .txt,git add hello.txt,PARTIALLY_CORRECT,0,1,1,5,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git stash extra_file.txt,git stash,EXTRA_ARG,0,1,1,15,0,1
git addhello.qxt,git add hello.txt,TYPO,0,1,1,2,0,-1
git switch feature,git stash,WRONG_ORDER,0,1,1,11,0,1
git log --oneline --verbose,git log --oneline,EXTRA_ARG,0,0,1,10,1,0
git status --all,git status,EXTRA_ARG,0,1,1,6,1,0
git branch feature --force,git branch feature,EXTRA_ARG,0,0,1,8,1,0
"gitgit commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,0,0
cd ..,git switch feature,UNKNOWN,0,0,1,16,0,-1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
